relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0092053.pdf_422_422_34_34_8_8	SMC/HP:0002617|Aneurysm	{34}	{8}	{Depletion,of,circulating,monocytes,with,clodronate-containing,liposomes,prevented,aneurysm,formation,and,preserved,vascular,SMCs,in,mice,treated,with,AngII,and,anti-TGF,-,[,3,antibody,",",suggesting,a,role,of,macrophages,in,reduction,of,SMC,cellularity,during,AAA,development,[,5,],.}	{"Macrophages are the dominant type of inﬂammatory cells found in human and experimental AAA , and have been demonstrated to be critical mediators of aneurysm formation in different mouse models of AAA [ 4,5,30 ] .","Macrophages are wellrecognized sources of MMPs and proinﬂammatory cytokines during aneurysm development [ 6,8,3 l ] ."}	{"Current data demonstrate that early macrophage inﬁltration to the SMC-rich medial layer coincided with SMC apoptosis in elastaseinduced aneurysm , which is consistent with the observations in previous studies using the mouse model of Ang II — induced aneurysm [ 5,32 ] .","While macrophages produce several cytokines including TNFOL and IL-l | 3 that are pro-apoptotic , prior work showed that human blood-derived macrophages induced cell-cell contact-dependent vascular SMC apoptosis [ 33 ] ."}	0.098
RELATION_GENEHPOTERM_SUP_F_GH_journal.pbio.1001651.pdf_59_59_24_24_43_43_UNSUP	CRP/glutamicum	{24}	{43}	{Here,we,develop,this,theory,",",and,the,validity,of,a,coarse-grained,model,approach,",",through,a,computational,and,experimental,study,of,the,homodimeric,CRP,/,FNR,family,transcription,factors,Catabolite,Activator,Protein,(,CAP,),of,Escherichia,cali,and,GlxR,of,Corynebactmum,glutamicum,.}	{"Global lowfrequency ﬂuctuation therefore represents an alternative theoretical approach to allosteric communication that does not depend upon conformational change .","An important consequence of this alternative mechanism of allosteric communication is that it can be captured by coarse-grained representations and models , such as the elastic network model ( ENM ) ."}	{"CAP is a 210-amino-acid transcription factor that binds CAMP generated by adenylyl cyclase in response to the phosphorylated form of Enzyme IIAG1 “ ( phosphorylated in response to the phosphoenolpyruvate-carbohydrate phosphotransferase system ) [ 26,27 ] .","CAMP-bound CAP regulates the transcription of over 100 genes crucial for carbon utilization through its binding to a speciﬁc promoter region and recruitment of RNA polymerase [ 28 ] ."}	0.002
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0053787.pdf_158_158_41_41_31_31_UNSUP	CBP/tev	{41}	{31}	{The,TAP,tag,originally,developed,in,yeast,consists,of,two,immunglobulin-binding,domains,of,protein,A,from,Sta,],;,/,zylococcus,aureus,(,ProtA,),",",a,tobacco,etch,virus,(,TEV,),cleavage,site,and,a,calmodulin,binding,site,(,CBP,),[,14,],",",but,has,been,modiﬁed,in,the,past,years,(,reviewed,by,[,15,],),.}	{"Alternatively , two-step puriﬁcation via StrepTactin and anti-HA afﬁnity matrix may be carried out if required .","Finally , we designed an alternative TAP ( tandem affinity puriﬁcation ) - tag ."}	{"[ 16 ] adapted this tag to plant applications and [ 7 ] further modiﬁed it .","We exchanged the CBP by HA for efficient detection of the tagged protein and Strep-tagIII for puriﬁcation ."}	0.2
RELATION_GENEHPOTERM_SUP_F_G_journal.pgen.1001093.pdf_143_143_37_37_16_17_UNSUP	S2/HP:0003128|Lactic acidosis	{37}	{16,17}	{We,found,that,the,two,variants,of,the,lactic,acidosis,signature,resulted,in,highly,similar,predicted,lactic,acidosis,activity,",",evidenced,by,strongly,correlated,signature,scores,in,Miller,and,other,tumor,datasets,(,Figure,1E,and,Figure,S2,),.}	{"These datasets include a study of 286 lymph node negative early breast cancers from NKI ( Wang ) [ 42 ] , and two studies of invasive breast carcinomas ( Sotiriou , Pawitan ) [ 43,44 ] .","We also measured the reproducibility and consistency of the predicted lactic acidosis pathway activities in each tumor using gene signatures generated in both MCF — 7 and HMECs ."}	{"This result suggests that although there are differences between the lactic acidosis responses at the gene level , the pathway level predictions based on the gene signatures are similar and reproducible in both normal primary and breast cancer cells .","b + PLoS Genetics | www ."}	0.07
RELATION_GENEHPOTERM_SUP_F_G_SCPDFS_42062.pdf_44_44_30_30_12_13_UNSUP	CCD/HP:0007754|Macular dystrophy	{30}	{12,13}	{There,are,16,such,defects,known,at,this,time,",",including,cystoid,macular,dystrophy,(,CYMD,),",",retinitis,pigmentosa,(,RP9,and,RP10,),",",congenital,chloride,diarrhea,(,CCD,),",",craniosynostosis,(,CRS,),",",and,osteogenesis,imperfecta,4,(,OI4,),(,11,),.}	{"Eight ESTs map to the p arm , 1 to the pericentric region , and 21 to the q arm .","These ESTs can now be considered positional candidates for chromosome 7 genetic diseases and traits in which the causative gene has not been found ."}	{"ESTs from human brain cDNAs could be candidates for genes associated with neurological diseases .","On this basis it is possible to speculate that ESTs 02120 , 00601 , and"}	0.044
RELATION_GENEHPOTERM_journal.pone.0038870.pdf_742_742_23_23_25_27	STAT1/HP:0005584|Renal cell carcinoma	{23}	{25,26,27}	{Hui,Z,",",Tretiakova,1V1,",",Zhang,Z,",",Li,Y,",",Wang,X,",",et,al.,(,2009,),Radiosensitization,by,inhibiting,STAT1,in,renal,cell,carcinoma,.}	{"Dittmann K , 1 \\\\ ’ Iayer C , Kehlbach R , Rodemann HP ( 2008 ) Radiation-induced caveolin-1 associated EGFR internalization is linked with nuclear EGFR transport and activation of DNA-PK .","Nlol Cancer 7 : 69 ."}	{"IntJ Radiat Oncol Biol Phys 73 : 2884295 .","BonnerJA , Trummell HQ VVil1ey CD , Plants BA , Raisch KP ( 2009 ) Inhil ) ition of STAT-3 results in radiosensitization of human squamous cell carcinoma ."}	0.49
RELATION_GENEHPOTERM_journal.pone.0038463.pdf_838_838_28_28_36_36	AKT/HP:0001909|Leukemia	{28}	{36}	{Gutierrez,A,",",Sanda,T,",",Grebliunaite,R,",",Carracedo,A,",",Salmena,L,",",et,al.,(,2009,),High,frequency,of,PTEN,",",P13K,",",and,AKT,abnormalities,in,T,~,cell,acute,lymphoblastic,leukemia,.}	{"Haematologica 95 : 942 — 949 .","doi : 10.3324 / haemato1 .2009.016386 ."}	{"Blood 114 : 647 ~ 650 .","doi : 10.1182 / blood-2009 * 02 * 206722 ."}	0.554
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0078881.pdf_616_616_20_21_35_36_UNSUP	androgen_receptor/HP:0012125|Prostate cancer	{20,21}	{35,36}	{Verras,M,",",Lee,J,",",Xue,H,",",Li,TH,",",Wang,Y,et,al.,(,2007,),The,androgen,receptor,negatively,regulates,the,expression,of,c-Met,:,implications,for,a,novel,mechanism,of,prostate,cancer,progression,.}	{"n. 006 .","PubMed : 16729910 ."}	{"Cancer Res 67 : 967-975 .","doi :10.1158 / 0008-5472 ."}	0.756
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0042662.pdf_301_301_22_22_6_6_UNSUP	CD86/msc	{22}	{6}	{(,A,),Untransduced,and,Ad-transduced,MSCs,were,stained,for,expression,of,the,immunologically,relevant,markers,MHC,class,I/II,",",CD80,and,CD86,with,specific,antibodies,and,analysed,by,flow,cytometry,.}	{"Figure 2 .","Immunophenotyping and pro-inflammatory cytokine expression of untransduced and Ad-transduced MSCs ."}	{"( B ) MSCs were transduced with Ad .","GFP and after 24 h cells were collected and subjected to mRNA isolation and cDNA synthesis ."}	0.018
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0002717.pdf_317_317_7_7_22_22_UNSUP	JP/HP:0002090|Pneumonia	{7}	{22}	{Azoulay-Dupuis,E,",",Nloine,P,",",Bedos,JP,",",Rieux,V,",",Vallee,E,(,1996,),Amoxicillin,dose-effect,relationship,with,Strejitococcux,pneumoniae,in,a,mouse,pneumonia,model,and,roles,of,in,vitro,penicillin,susceptibilities,",",autolysis,",",and,tolerance,properties,of,the,strains,.}	{"www.fda.goV .","Sevillano D , Calvo A , Gimenez RI ] , Alou L , Aguilar L , et al. ( 2004 ) Bactericidal activity of amoxicillin against non-susceptible Stre [ ) tococ £ u.t [ meumoniae in an in Vitro pharmacodynamic model simulating the concentrations obtained with the 2000 / l25 mg sustained ~ release co-amoxiclav formulation ] Antimicroh Chemother 54 : ll48 — l 151 ."}	{"Antimicroh Agents Chemother 40 : 94l — 946 ."}	0.208
RELATION_GENEHPOTERM_journal.pone.0073426.pdf_309_309_7_7_13_13	CXCL12/HP:0009733|Glioma	{7}	{13}	{In,this,manuscript,we,provide,evidence,that,CXCL12,signaling,involved,in,chemotaxis,of,glioma,cells,is,tightly,linked,to,PDGFR,signaling,since,inhibiting,CXCR4,activation,impairs,PDGF-induced,chemotaxis,and,vice,versa,.}	{"It is also known that CXCR4 expression and CXCR4 phosphorylation levels correlate with glioma severity [ 16 ] .","We have previously demonstrated that glioma migration induced by CXCL12 is specifically abolished by inhibitor of KCa3 .1 [ 25 ] , with mechanisms independent of those activated by EGFR ."}	{"This effect is specific for PDGFR since EGFR antagonism failed to abolish CXCL12-induced cell migration , even if both EGFR and PDGFR are co-expressed with CXCR4 on the same cells ( [ 25 ] and this paper ) .","However , and similarly to what previously described for other cancer cells [ 30 ] , we observed some functional interaction between EGFR and CXCR4 , because AMD3100 abolished EGF induced chemotaxis in GL-15 ."}	0.284
RELATION_GENEHPOTERM_journal.pone.0038812.pdf_557_557_26_27_34_35	malonyl-CoA_decarboxylase/HP:0000855|Insulin resistance	{26,27}	{34,35}	{An,J,",",lVIuoio,Dl,"\\\\",’,I,",",Shiota,IVI,",",Fujimoto,Y,",",Cline,GVV,",",et,al.,(,2004,),Hepatic,expression,of,malonyl-CoA,decarboxylase,reverses,muscle,",",liver,and,wholeanimal,insulin,resistance,.}	{"Chace DH , Hillman SL , lVIi11ington DS , Kahler SG , Roe CR , et al. ( 1995 ) Rapid diagnosis of maple syrup urine disease in blood spots from newborns by tandem mass spectrometry .","Clin Chem 41 : 62-68 ."}	{"Nat lVIed 10 : 268-274 .","VVu JY , Kao HJ , Li SC , Stevens R , Hillman S , et al. ( 2004 ) ENU mutagenesis identifies mice with mitochondrial branched-chain aminotransferase deﬁciency resembling human maple syrup urine disease ."}	0.076
RELATION_GENEHPOTERM_journal.pone.0072570.pdf_277_277_19_19_25_25	GRP/HP:0003006|Neuroblastoma	{19}	{25}	{These,data,demonstrate,the,critical,role,of,GRP,in,metastasis,to,secondary,sites,and,a,potential,use,of,targeting,GRP,in,treating,aggressive,",",advancedstage,neuroblastomas,.}	{"Statistical analyses indicated a signiﬁcant decrease in the liver tumor burden in mice injected with BE ( 2 ) - C / Tet/shGRP and receiving doxycycline in drinking water in comparison to the controls ( Fig .","5B ) ."}	{"A 100 C","E so .92 * § i _ ‘ l ‘ __ ’60 ' '"}	0.496
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0103063.pdf_454_454_4_4_36_37_UNSUP	SK/HP:0000175|Cleft palate	{4}	{36,37}	{Ali,A,",",Singh,SK,",",Ra_man,R,(,2009,),NITHFR,677TT,alone,and,IRF6,820GG,together,with,IVITHFR,677CT,",",but,not,IVITHFR,A1298C,",",are,risks,for,nonsyndromic,cleft,lip,with,or,without,cleft,palate,in,an,Indian,population,.}	{"Sukla KK , Raman R ( 2011 ) Association of IVITHFR and RFC1 gene polymorphism with hyperhomocysteinemia and its modulation by vitamin B12 and folic acid in an Indian population .","Eur ] Clin Nutri l — 8 ."}	{"Gene Test Nlol Biomarkers 13 : l — 6 .","Singh K , Singh SK , Sah R , Singh I , Raman R ( 2005 ) Nlutation C677T in the methylenetetrahydrofolate reductase gene is associated with male infertility in an Indian population ."}	0.036
RELATION_GENEHPOTERM_SCPDFS_19316.pdf_191_191_8_8_15_16	STAT4/HP:0001370|Rheumatoid arthritis	{8}	{15,16}	{Table,2,Logistic,regression,analysis,of,associations,between,STAT4,rs7574865,G/T,polymorphisms,and,risk,of,rheumatoid,arthritis,and,ankylosing,spondylitis,.}	{"In a previous report , rs7574865 SNP is in complete linkage disequilibrium ( LD ) with the other two strongest systemic lupus erythematosus ( SLE ) associated SNPS ( rs10181656 and rs7582694 ) ( Sigurdsson et al. , 2008 ) .","It was"}	{"Genotype Controls ( n = 520 ) RA “ n = 520 ) AS ( n = 100 )","No. ( % ) No. ( % ) OR ( 95 % Cl ) P No. ( % ) Adjusted OR ” ( 95 % Cl ) P"}	0.508
RELATION_GENEHPOTERM_journal.pone.0038955.pdf_256_256_11_11_16_16	TSA/HP:0002861|Melanoma	{11}	{16}	{Other,genes,differentially,regulated,by,5,—,aza,—,dC,and,TSA,in,lung,cancer,and,melanoma,cells,We,next,asked,whether,there,were,other,genes,differentially,regulated,by,5,—,aza,—,dC,and,TSA,in,lung,cancer,and,melanoma,cells,.}	{"OO38955 .",gOO5}	{"\\\\ / V e performed DNA microarray analyses on samples derived from A427 lung cancer and M14 melanoma cells treated with 5aza-dC and / or TSA .","Figure 9A shows the genes displaying an expression pattern similar to that of MIG6 ( which is indicated as ERRFI ] in the heat-map ) in response to either 5 — aza — dC or TSA treatment ( Figure 9A ) ."}	0.366
RELATION_GENEHPOTERM_journal.pone.0026121.pdf_13_13_15_15_40_40	GM/HP:0002861|Melanoma	{15}	{40}	{Citation,:,Bonazzi,VF,",",Nancarrow,DJ,",",Stark,MS,",",Moser,RJ,",",Boyle,GM,",",et,al.,(,2011,),Cross-Platform,Array,Screening,Identifies,COL1A2,",",THB51,",",TNFRSFIOD,and,UCHL1,as,Genes,Frequently,Silenced,by,Methylation,in,Melanoma,.}	{"For THBS1 and UCHL1 the effect of this methylation on expression was confirmed at the protein level .","Identification of these candidate TSGs and future research designed to understand how their silencing is related to melanoma development will increase our understanding of the etiology of this cancer and may provide tools for its early diagnosis ."}	{"PLoS ONE 6 ( 10 ) : e26121 .","doi :10.1371 / journa | ."}	0.058
RELATION_GENEHPOTERM_journal.pone.0005498.pdf_280_280_11_11_5_5	CD133/HP:0100843|Glioblastoma	{11}	{5}	{Indeed,we,have,found,that,glioblastoma,stem,cells,also,exhibit,heterogeneous,CD133,and,CD15,expression,in,zxitro,[,44,],",",similar,to,the,proﬁle,observed,in,human,NS,cells,.}	{"It was found that malignant brain tumors have a higher CD133 index than low-grade tumors [ 19 ] .","Based on the present observations , however , this does not necessarily indicate an increased frequency of stem cells but may reﬂect a higher proliferative index in the stem cell compartment ."}	{"If CD133 expression in brain cancer stem cells is regulated in a cell cycle dependent fashion , extra caution must be taken when this marker is used to deﬁne tumour stem cells .","This would be particularly signiﬁcant if CD133 is not expressed by quiescent brain cancer stem cells ."}	0.358
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0004262.pdf_51_51_24_24_20_22_UNSUP	ALS/HP:0007354|Amyotrophic lateral sclerosis	{24}	{20,21,22}	{Effects,of,glial,expression,of,mutant,proteins,(,or,non-cell,autonomous,effects,),on,the,pathology,have,been,suggested,in,amyotrophic,lateral,sclerosis,(,ALS,),and,in,spinocerebellar,ataxia,type,7,(,SCA7,),.}	{"* E — mai | : okazawa—tky@umin.ac.jp gene excision of mutant SODI in astrocytes improved the survival of SODI expressing mice [ 3 ] , while mutant SOD ] expression in cell types other than motor neurons and oligodendrocytes seem to accelerate the onset of motor neuron disease phenotype [ 4 ] .",Introduction}	{"Primary mouse spinal motor neurons expressing mutant superoxide dismutase l ( SODI ) do not provoke motor neuron degeneration , whereas when motor neurons were generated from embryonic stem cells ( ESCS ) , co-culture with primary glial cells from transgenic mice expressing mutant SOD1 induces neurodegenerative changes of co-cultured neurons [ 1,2 ] .","Furthermore , conditioned media by astrocytes but not fibroblasts , microglias , or cortical neurons induces cell death of motor neurons , suggesting soluble factor ( s ) mediate the non-cell autonomous effect ."}	0.112
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0077819.pdf_512_512_4_4_29_29_UNSUP	PH/HP:0001909|Leukemia	{4}	{29}	{Chen,CS,",",Sorensen,PH,",",Domer,PH,",",Reaman,GH,",",Korsmeyer,SJ,et,al.,(,1993,),Molecular,rearrangements,on,chromosome,11q23,predominate,in,infant,acute,lymphoblastic,leukemia,and,are,associated,with,specific,biologic,variables,and,poor,outcome,.}	{"doi :10.1054 / bjoc .2001.1960 .","PubMed : 11506492 ."}	{"Blood 81 : 2386-2393 .","PubMed : 8481519 ."}	0.002
RELATION_GENEHPOTERM_SCPDFS_18738.pdf_551_551_15_15_26_26	REF/HP:0003006|Neuroblastoma	{15}	{26}	{L1,pre,—,adipocytes,induced,or,not,to,differentiate,by,insulin,",",NIH3T3,ﬁbroblasts,and,REF,Rat,Embryo,Fibroblasts,",",like,in,C6,glioma,and,B104,neuroblastoma,(,data,not,shown,),),",",we,observed,all,the,three,main,isoforms,(,p44,",",p57,and,p67,",",Fig,.}	{"Looking to the ATAD3 expression in cell lines of rat and mouse origins ( 3T3 .","— ."}	{"3C right panel ) .","However , the p44 isoform was neither detected in ﬁbroblastic cells ( NIH3T3 and REF , nor in C6 glioma — like cells ) ."}	0.52
RELATION_GENEHPOTERM_gb-2013-14-5-r46.pdf_320_320_1_1_6_6	CG/HP:0002863|Myelodysplasia	{1}	{6}	{ullighan,CG,:,TET2,mutations,in,myelodysplasia,and,myeloid,malignancies,.}	{"_ angemeijer SM , Kuiper RP , Berends M , Knops R , Aslanyan MG , Massop M , Stevens-Linders E , van Hoogen P , van Kessel AG , Raymakers RA , amping EJ , Verhoef GE , Verburgh E , Hagemeijer A , Vandenberghe P , de Witte T , van der Reijden BA , Jansen JH : Acquired mutations in TET2 are common in myelodysplastic syndromes .","Nat Genet 2009 , 41:838 -842 ."}	{"Nat Genet 2009 , 41:766 -767 .","o M , Bandukwala HS , An J , Lamperti ED , Thompson EC , Hastie R , \\" sangaratou A , Rajewsky K , Koralov SB , Rao A : Ten-Eleven-Translocation 2 TET2 ) negatively regulates homeostasis and differentiation of hematopoietic stem cells in mice ."}	0.222
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0007469.pdf_686_686_1_1_34_34_UNSUP	TS/HP:0001909|Leukemia	{1}	{34}	{Huang,TS,",",l,"\\\\",’,Iyklebust,LXI,",",Kjarland,E,",",Gjertsen,BT,",",Pendino,F,",",et,al.,(,2007,),LEDGF/p75,has,increased,expression,in,blasts,from,chemotherapy-resistant,human,acute,myelogenic,leukemia,patients,and,protects,leukemia,cells,from,apoptosis,in,vitro,.}	{"Ino T , Yasui H , Hirano IVI , Kurosawa Y ( 1995 ) Identification of a member of the TIS1l early response gene family at the insertion point ofa DNA fragment containing a gene for the T-cell receptor beta chain in an acute T-cell leukemia .","Oncogene 11 : 2705-2710 ."}	{"lVIol Cancer 6 : 31 .","Calabretta B , V enturelli D , Gewirtz Al \\\\ ’ I ( 1993 ) Functional signiﬁcance of c-myl ) expression in normal and leukemic hematopoiesis ."}	0.028
RELATION_GENEHPOTERM_journal.pone.0035830.pdf_537_537_11_11_4_5	TRAIL/HP:0006775|Multiple myeloma	{11}	{4,5}	{Complete,eradication,of,established,multiple,myeloma,plasmacytomas,by,combination,therapy,with,TRAIL,and,Doxorubicin,.}	{"TIME ( DAYS AFTER CELLS INJECTION )","Figure 10 ."}	{"( A ) Representative images of mice before the start of the therapy at day 24 ( a , c , e , g ) and three weeks after the end of treatment ( b , d , f , h ) .","NOD/SCID mice were injected s.c. with CD138 ’ RPM | 8226 ."}	0.506
